"Volcano.Number","Volcano.Name","Country","Volcanic.Region.Group","Volcanic.Region","Volcano.Landform","Primary.Volcano.Type","Activity.Evidence","Last.Known.Eruption.1","Latitude","Longitude","Elevation..m.","Dominant.Rock.Type","Tectonic.Setting","Location","Type","Status","Last.Known.Eruption","Tectonic_Summary"
223050,"Visoke","DR Congo-Rwanda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Composite","Stratovolcano",NA,NA,-1.458,29.485,3696,"Trachyandesite / Basaltic Trachyandesite","Rift zone / Continental crust (>25 km)","Africa-C","Stratovolcano","Historical","D2","Rift zone"
223055,"Gahinga","Uganda-Rwanda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Composite",NA,NA,NA,-1.3864,29.6456,3473,NA,"Rift zone / Continental crust (>25 km)",NA,NA,NA,NA,"Rift zone"
223060,"Muhavura","Uganda-Rwanda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Composite","Stratovolcano",NA,NA,-1.3828,29.6778,4103,"Trachybasalt / Tephrite Basanite","Rift zone / Continental crust (>25 km)","Africa-C","Stratovolcano","Holocene","U","Rift zone"
223070,"Bufumbira Volcanic Field","Uganda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Cluster","Volcanic field",NA,NA,-1.304,29.683,2100,"Phono-tephrite /  Tephri-phonolite","Rift zone / Continental crust (>25 km)",NA,NA,NA,NA,"Rift zone"
223072,"Central Virunga Volcanic Field","DR Congo-Rwanda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Cluster","Volcanic field",NA,NA,-1.4142,29.525,2763,NA,"Rift zone / Continental crust (>25 km)",NA,NA,NA,NA,"Rift zone"
223074,"Southern Virunga Volcanic Field","Rwanda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Cluster","Volcanic field",NA,NA,-1.5806,29.3625,2220,NA,"Rift zone / Continental crust (>25 km)",NA,NA,NA,NA,"Rift zone"
223080,"Tshibinda Volcanic Field","DR Congo","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Cluster","Pyroclastic cone(s)",NA,NA,-2.32,28.75,1460,"Basalt / Picro-Basalt","Rift zone / Continental crust (>25 km)",NA,NA,NA,NA,"Rift zone"
223800,"Mikeno","DR Congo","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Composite","Stratovolcano",NA,NA,-1.463,29.419,4387,NA,"Rift zone / Continental crust (>25 km)",NA,NA,NA,NA,"Rift zone"
223801,"Sabinyo","Uganda-Rwanda","Eastern Africa Volcanic Regions","Albertine Rift Volcanic Province","Composite","Stratovolcano",NA,NA,-1.388,29.592,3605,NA,"Unknown",NA,NA,NA,NA,"Unknown"
224001,"Sao Tome","Sao Tome and Principe","Northern Africa Volcanic Regions","Western Africa Volcanic Province","Shield","Shield",NA,NA,0.2,6.58,2024,"Basalt / Picro-Basalt","Intraplate / Oceanic crust (< 15 km)","Africa-W","Shield volcano","Holocene","Unknown","Intraplate"
224002,"Gran Caldera de Luba","Equatorial Guinea","Northern Africa Volcanic Regions","Western Africa Volcanic Province","Caldera","Shield",NA,NA,3.3569,8.5089,2266,"Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
224003,"Biao, Pico","Equatorial Guinea","Northern Africa Volcanic Regions","Western Africa Volcanic Province","Shield","Shield",NA,NA,3.3581,8.6256,2006,"Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
224012,"Kumba Volcanic Field","Cameroon","Northern Africa Volcanic Regions","Western Africa Volcanic Province","Cluster","Volcanic field",NA,NA,4.608,9.292,600,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
224020,"Manengouba","Cameroon","Northern Africa Volcanic Regions","Western Africa Volcanic Province","Composite","Stratovolcano",NA,NA,5.03,9.83,2411,"Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)","Africa-W","Stratovolcano","Holocene","U","Intraplate"
224040,"Ngaoundere Plateau","Cameroon","Northern Africa Volcanic Regions","Western Africa Volcanic Province","Cluster","Volcanic field",NA,NA,7.25,13.67,1230,"Trachybasalt / Tephrite Basanite","Intraplate / Continental crust (>25 km)","Africa-W","Volcanic field","Holocene","Unknown","Intraplate"
224050,"Biu Plateau","Nigeria","Northern Africa Volcanic Regions","Western Africa Volcanic Province","Cluster","Volcanic field",NA,NA,10.75,12.088,930,"Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)","Africa-W","Volcanic field","Holocene","Unknown","Intraplate"
224060,"Jos Plateau","Nigeria","Northern Africa Volcanic Regions","Western Africa Volcanic Province","Cluster","Volcanic field",NA,NA,9.5,9,1177,NA,NA,NA,NA,NA,NA,NA
225007,"Haruj","Libya","Northern Africa Volcanic Regions","East Central Sahara Volcanic Province","Cluster","Volcanic field",NA,NA,27.25,17.5,1200,"Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)","Africa-N","Scoria cone","Holocene","U","Intraplate"
225008,"Waw an Namous","Libya","Northern Africa Volcanic Regions","East Central Sahara Volcanic Province","Caldera","Caldera",NA,NA,24.906,17.772,470,"Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
225800,"Tin Taralle Volcanic Field","Niger","Northern Africa Volcanic Regions","West Central Sahara Volcanic Province","Cluster","Volcanic field",NA,NA,18.27,9.33,0,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
225801,"Cap-Vert","Senegal","Northern Africa Volcanic Regions","Senegalo-Mauritania Basin Volcanic Province","Minor","Volcanic field",NA,NA,14.7238,-17.5019,106,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
225802,"Oulmes Volcanic Field","Morocco","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Volcanic field",NA,NA,33.33,-6,0,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
225803,"Rekkame Volcanic Field","Morocco","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Explosion crater(s)",NA,NA,33.17,-3.33,1500,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
225804,"Nemours-Nedroma","Algeria","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Volcanic field",NA,NA,35.07,-2,444,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
225805,"Tafna Beni Saf","Algeria","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Volcanic field",NA,NA,35.28,-1.45,480,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
225806,"Gharyan Volcanic Field","Libya","Northern Africa Volcanic Regions","East Central Sahara Volcanic Province","Composite","Stratovolcano(es)",NA,NA,32,13.25,850,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
225812,"In Teria Volcanic Field","Algeria","Northern Africa Volcanic Regions","West Central Sahara Volcanic Province","Cluster","Tuff ring(s)",NA,NA,25.0847,8.009,575,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
225813,"Azrou Volcanic Field","Morocco","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Volcanic field",NA,NA,33.67,-5.17,1785,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
225814,"Oujda Volcanic Field","Morocco","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Volcanic field",NA,NA,34.53,-3.3,700,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
225815,"Mrit-Ment Volcanic Field","Morocco","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Volcanic field",NA,NA,33.47,-2.97,700,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
225816,"Berguent Volcanic Field","Morocco","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Volcanic field",NA,NA,33.75,-2.4,1200,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
225817,"Chott Tigri Volcanic Field","Morocco","Northern Africa Volcanic Regions","Northwestern Africa Volcanic Province","Cluster","Volcanic field",NA,NA,32.92,-1.85,1388,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
225818,"Chi, Tarso Emi","Chad","Northern Africa Volcanic Regions","East Central Sahara Volcanic Province","Cluster","Volcanic field",NA,NA,21.22,18.52,2650,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
225819,"Ahon, Tarso","Chad","Northern Africa Volcanic Regions","East Central Sahara Volcanic Province","Cluster","Volcanic field",NA,NA,20.539,18.29,3325,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
230010,"Kaukab","Syria","Arabia-Central Asia Volcanic Regions","Northern Arabia Volcanic Province","Cluster","Volcanic field",NA,NA,36.536,40.858,516,"Basalt / Picro-Basalt","Rift zone / Continental crust (>25 km)",NA,NA,NA,NA,"Rift zone"
230800,"Tigris Lava Flows","Syria","Arabia-Central Asia Volcanic Regions","Northern Arabia Volcanic Province","Cluster","Volcanic field",NA,NA,37.13,41.85,693,NA,"Rift zone / Continental crust (>25 km)",NA,NA,NA,NA,"Rift zone"
230801,"Feidat el-Mieza","Syria","Arabia-Central Asia Volcanic Regions","Northern Arabia Volcanic Province","Minor","Volcanic field",NA,NA,35.843,40.617,404,NA,"Rift zone / Continental crust (>25 km)",NA,NA,NA,NA,"Rift zone"
230802,"Himmat el-Jazira","Syria","Arabia-Central Asia Volcanic Regions","Northern Arabia Volcanic Province","Cluster","Cone(s)",NA,NA,35.708,39.966,473,NA,"Unknown",NA,NA,NA,NA,"Unknown"
231015,"Rahah-'Uwayrid, Harrat ar","Saudi Arabia","Arabia-Central Asia Volcanic Regions","Western Arabia Volcanic Province","Cluster","Volcanic field",NA,NA,27.408,37.279,1700,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
231073,"Baqarah, Jabal","Saudi Arabia","Arabia-Central Asia Volcanic Regions","Southwest Arabia Volcanic Province","Minor","Cone",NA,NA,18.024,42.092,331,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
231806,"Hutaymah, Harrat","Saudi Arabia","Arabia-Central Asia Volcanic Regions","Western Arabia Volcanic Province","Cluster","Volcanic field",NA,NA,26.98,42.4,0,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
231807,"Haylah, Jibal al","Saudi Arabia","Arabia-Central Asia Volcanic Regions","Southwest Arabia Volcanic Province","Minor","Cone",NA,NA,18.515,42.051,761,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
232001,"Sahand","Iran","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Composite","Stratovolcano",NA,NA,37.75,46.43,3707,"Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)","Iran","Stratovolcano","Holocene","U","Intraplate"
232002,"Sabalan","Iran","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Composite","Stratovolcano",NA,NA,38.268,47.835,4784,"Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)","Iran","Stratovolcano","Holocene","U","Intraplate"
232003,"Saray","Iran","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Minor",NA,NA,NA,37.861,45.477,2060,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
232020,"Qal'eh Hasan Ali","Iran","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Cluster","Maar(s)",NA,NA,29.375,57.55,2400,"Trachybasalt / Tephrite Basanite","Intraplate / Continental crust (>25 km)","Iran","Maar","Holocene","Unknown","Intraplate"
232030,"Bazman","Iran","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Composite","Stratovolcano",NA,NA,28.07,60,3490,"Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)","Iran","Stratovolcano","Fumarolic","U","Intraplate"
232040,"Nader","Iran","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Cluster","Volcanic field",NA,NA,28.17,60.67,1500,"Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
232050,"Taftan","Iran","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Composite","Stratovolcano",NA,NA,28.6,61.13,3940,"Andesite / Basaltic Andesite","Intraplate / Continental crust (>25 km)","Iran","Stratovolcano","Holocene","U","Intraplate"
232060,"Dacht-i-Navar Group","Afghanistan","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Minor","Lava dome(s)",NA,NA,33.95,67.92,3800,"Trachyandesite / Basaltic Trachyandesite","Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
232070,"Vakak Group","Afghanistan","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Cluster","Volcanic field",NA,NA,34.25,67.97,3190,"Dacite","Intraplate / Continental crust (>25 km)","Afghanistan","Volcanic field","Holocene","U","Intraplate"
232800,"Bijar Volcanic Field","Iran","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Cluster","Volcanic field",NA,NA,35.583,47.8,0,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
232801,"Sultan","Pakistan","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Cluster","Volcanic field",NA,NA,29.1,62.8,2333,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
232803,"Kuh-e Ayyub Ansar","Iran","Arabia-Central Asia Volcanic Regions","Caucasus Volcanic Province","Minor","Lava dome",NA,NA,36.321,47.25,2506,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
232806,"Gandom Beryan","Iran","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Minor","Unknown",NA,NA,31.343,57.517,500,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
232807,"Dehaj-Meduk","Iran","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Cluster","Volcanic field",NA,NA,30.33,55.5,0,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
232808,"Shahsavaran","Iran","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Cluster","Volcanic field",NA,NA,28.152,59.281,0,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
232809,"Zardolou Group","Afghanistan","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Minor","Lava dome(s)",NA,NA,33.25,67.92,3000,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
232810,"Loman Volcano Group","Afghanistan","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Minor","Lava dome(s)",NA,NA,33.33,67.85,4559,NA,"Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
232812,"East Neh","Iran","Arabia-Central Asia Volcanic Regions","Central Asia Volcanic Province","Minor","Unknown",NA,NA,31.333,60.126,0,NA,NA,NA,NA,NA,NA,NA
233011,"Ambre","Madagascar","Somalian-Antarctic Volcanic Regions","Madagascar-Comoros Volcanic Province","Cluster","Volcanic field",NA,NA,-12.6,49.15,1475,"Basalt / Picro-Basalt","Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
233012,"Nosy Be","Madagascar","Somalian-Antarctic Volcanic Regions","Madagascar-Comoros Volcanic Province","Cluster","Volcanic field",NA,NA,-13.3233,48.2894,419,"Foidite","Intraplate / Continental crust (>25 km)",NA,NA,NA,NA,"Intraplate"
233014,"Itasy Volcanic Field","Madagascar","Somalian-Antarctic Volcanic Regions","Central Madagascar Volcanic Province","Cluster","Volcanic field",NA,NA,-19.0306,46.6444,1800,"Trachyte / Trachydacite","Intraplate / Continental crust (>25 km)","Madagascar","Scoria cone","Radiocarbon","D7","Intraplate"
233015,"Vakinankaratra","Madagascar","Somalian-Antarctic Volcanic Regions","Central Madagascar Volcanic Province","Cluster","Volcanic field",NA,NA,-19.85,46.942,2644,"Trachybasalt / Tephrite Basanite","Intraplate / Continental crust (>25 km)","Madagascar","Cinder cone","Holocene","U","Intraplate"
233030,"Jumelles-Mwezi Volcanic Field","Union of the Comoros","Somalian-Antarctic Volcanic Regions","Madagascar-Comoros Volcanic Province","Cluster",NA,NA,NA,-12.3014,45.5792,-1500,NA,"Intraplate / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Intraplate"
233800,"Moheli","Union of the Comoros","Somalian-Antarctic Volcanic Regions","Madagascar-Comoros Volcanic Province","Shield","Shield",NA,NA,-12.3,43.72,790,NA,"Intraplate / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Intraplate"
233801,"Anjouan","Union of the Comoros","Somalian-Antarctic Volcanic Regions","Madagascar-Comoros Volcanic Province","Shield","Shield",NA,NA,-12.2,44.45,1595,NA,"Intraplate / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Intraplate"
233802,"Neiges, Piton des","France","Somalian-Antarctic Volcanic Regions","Reunion Hotspot Volcano Group","Shield","Shield",NA,NA,-21.08,55.48,3070,NA,"Intraplate / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Intraplate"
233803,"Mauritius","Mauritius","Somalian-Antarctic Volcanic Regions","Reunion Hotspot Volcano Group","Shield","Shield",NA,NA,-20.32,57.65,826,NA,"Intraplate / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Intraplate"
233804,"Rodriguez Island","Mauritius","Somalian-Antarctic Volcanic Regions","Rodriguez Fracture Zone Volcano Group","Shield","Shield",NA,NA,-19.7,63.42,396,NA,"Intraplate / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Intraplate"
241010,"Kaikohe-Bay of Islands","New Zealand","Tonga-Kermadec Volcanic Regions","Western North Island Volcanic Province","Cluster","Volcanic field",NA,NA,-35.3,173.9,388,"Trachybasalt / Tephrite Basanite","Subduction zone / Continental crust (>25 km)","New Zealand","Volcanic field","Radiocarbon","D6","Subduction zone"
241011,"Puhipuhi-Whangarei","New Zealand","Tonga-Kermadec Volcanic Regions","Western North Island Volcanic Province","Cluster","Volcanic field",NA,NA,-35.75,174.27,397,"Trachybasalt / Tephrite Basanite","Subduction zone / Continental crust (>25 km)",NA,NA,NA,NA,"Subduction zone"
241060,"Reporoa","New Zealand","Tonga-Kermadec Volcanic Regions","Taupo Volcanic Arc","Caldera","Caldera",NA,NA,-38.42,176.33,592,"Rhyolite","Subduction zone / Continental crust (>25 km)","New Zealand","Caldera","Tephrochronology","D6","Subduction zone"
241061,"Maroa","New Zealand","Tonga-Kermadec Volcanic Regions","Taupo Volcanic Arc","Caldera","Caldera(s)",NA,NA,-38.42,176.08,897,"Rhyolite","Subduction zone / Continental crust (>25 km)","New Zealand","Caldera","Tephrochronology","D6","Subduction zone"
241129,"Rumble II East","New Zealand","Tonga-Kermadec Volcanic Regions","Southern Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,-35.418,178.652,-1150,NA,NA,NA,NA,NA,NA,NA
241133,"Thompson","New Zealand","Tonga-Kermadec Volcanic Regions","Southern Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,-35.285,178.863,-1250,NA,NA,NA,NA,NA,NA,NA
241134,"Silent II West","New Zealand","Tonga-Kermadec Volcanic Regions","Southern Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,-35.169,178.902,-780,NA,NA,NA,NA,NA,NA,NA
241135,"Silent II East","New Zealand","Tonga-Kermadec Volcanic Regions","Southern Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,-35.21,178.978,-1250,NA,NA,NA,NA,NA,NA,NA
241141,"Yokosuka","New Zealand","Tonga-Kermadec Volcanic Regions","Southern Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,-34.709,178.545,-1060,NA,NA,NA,NA,NA,NA,NA
241142,"Rapuhia","New Zealand","Tonga-Kermadec Volcanic Regions","Southern Kermadec Volcanic Arc","Composite","Stratovolcano",NA,NA,-34.776,178.505,-650,NA,"Subduction zone / Oceanic crust (< 15 km)",NA,NA,NA,NA,"Subduction zone"
