"Volcano Number","Volcano Name","Eruption Number","Eruption Category","Area of Activity","VEI","VEI Modifier","Start Year Modifier","Start Year","Start Year Uncertainty","Start Month","Start Day Modifier","Start Day","Start Day Uncertainty","Evidence Method (dating)","End Year Modifier","End Year","End Year Uncertainty","End Month","End Day Modifier","End Day","End Day Uncertainty"
"282070","Ata","17018","Confirmed Eruption","Kaimon","4","NULL","?","130","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284010","Izu-Oshima","18154","Confirmed Eruption","NULL","NULL","NULL","?","-1450","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284010","Izu-Oshima","18158","Confirmed Eruption","NULL","3","NULL","NULL","-600","500","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284010","Izu-Oshima","18171","Confirmed Eruption","NULL","3","NULL","?","822","NULL","0","NULL","0","NULL","Sidereal: Varve Count","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284010","Izu-Oshima","18172","Confirmed Eruption","Summit, SE flank","3","NULL","?","838","NULL","8","?","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284010","Izu-Oshima","18189","Confirmed Eruption","NULL","NULL","NULL","NULL","1623","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284010","Izu-Oshima","18222","Confirmed Eruption","Mihara-yama","1","NULL","NULL","1939","NULL","9","NULL","1","NULL","Observations: Reported","NULL","1939","NULL","9","NULL","16","NULL"
"284010","Izu-Oshima","18239","Confirmed Eruption","Mihara-yama","1","NULL","NULL","1970","NULL","6","NULL","30","NULL","Observations: Reported","NULL","1970","NULL","11","NULL","12","NULL"
"284010","Izu-Oshima","18240","Confirmed Eruption","Mihara-yama","1","NULL","NULL","1971","NULL","4","NULL","5","NULL","Observations: Reported","NULL","1971","NULL","4","NULL","5","NULL"
"284040","Miyakejima","17589","Confirmed Eruption","Sabigahama","3","?","NULL","320","500","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284040","Miyakejima","18257","Confirmed Eruption","NULL","2","NULL","NULL","1085","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284141","Ahyi","22533","Confirmed Eruption","NULL","0","NULL","NULL","1994","NULL","4","NULL","23","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"285040","Shikotsu","18622","Confirmed Eruption","Tarumai","2","NULL","NULL","1894","NULL","8","NULL","17","NULL","Observations: Reported","NULL","1894","NULL","8","NULL","17","NULL"
"285040","Shikotsu","18626","Confirmed Eruption","Tarumai","2","NULL","NULL","1951","NULL","1","NULL","29","NULL","Observations: Reported","NULL","1951","NULL","1","NULL","29","NULL"
"300121","Veer","19107","Confirmed Eruption","NULL","2","?","NULL","390","75","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"312030","Pavlof","20111","Confirmed Eruption","Volcano Uncertain","4","?","NULL","1762","NULL","0","NULL","0","NULL","NULL","NULL","1786","NULL","0","NULL","0","NULL"
"312030","Pavlof","20112","Confirmed Eruption","NULL","2","NULL","NULL","1790","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"312030","Pavlof","20129","Confirmed Eruption","NULL","2","NULL","NULL","1924","NULL","1","NULL","17","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"333010","Teahitia","10301","Confirmed Eruption","NULL","0","NULL","NULL","1983","NULL","12","NULL","18","NULL","Observations: Hydrophonic","NULL","1984","NULL","7","NULL","14","NULL"
"344100","Masaya","11019","Confirmed Eruption","Santiago, San Pedro","2","NULL","NULL","1858","NULL","11","NULL","10","NULL","Observations: Reported","NULL","1859","NULL","3","NULL","27","NULL"
"344100","Masaya","11020","Confirmed Eruption","Santiago","2","NULL","NULL","1902","NULL","7","NULL","15","NULL","Observations: Reported","NULL","1903","NULL","11","NULL","0","NULL"
"344100","Masaya","11037","Confirmed Eruption","Santiago","1","NULL","NULL","2001","NULL","4","NULL","23","NULL","Observations: Reported","NULL","2001","NULL","4","?","25","NULL"
"351020","Ruiz, Nevado del","11270","Confirmed Eruption","Arenas Crater","NULL","NULL","<","-6660","NULL","0","NULL","0","NULL","Correlation: Tephrochronology","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"351020","Ruiz, Nevado del","11287","Confirmed Eruption","Arenas and La Olleta(?) craters","3","NULL","NULL","1845","NULL","2","NULL","19","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"351020","Ruiz, Nevado del","11288","Confirmed Eruption","NULL","2","NULL","NULL","1916","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357060","Azul, Cerro","11956","Confirmed Eruption","Quizapu","3","NULL","NULL","1914","NULL","9","NULL","8","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357093","Tolhuaca","22166","Confirmed Eruption","NULL","3","NULL","NULL","-5857","243","NULL","NULL","NULL","NULL","Uncertain","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"373030","Bardarbunga","12874","Confirmed Eruption","Dyngjujökull, Dyngjuhal ?","1","?","NULL","1726","NULL","2","NULL","1","30","Observations: Reported","NULL","1726","NULL","5","NULL","1","30"
"210010","West Eifel Volcanic Field","10002","Confirmed Eruption","Strohn, Pulvermaar","NULL","NULL","NULL","-8300","300","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211060","Etna","13678","Confirmed Eruption","Central Crater (SW and S slope)","2","NULL","NULL","1603","NULL","7","NULL","0","NULL","Observations: Reported","NULL","1610","NULL","0","NULL","0","NULL"
"211060","Etna","13692","Confirmed Eruption","Central Crater","1","NULL","NULL","1654","NULL","1","NULL","1","NULL","Observations: Reported","?","1656","NULL","0","NULL","0","NULL"
"211060","Etna","13695","Confirmed Eruption","East slope of Central Crater","1","NULL","NULL","1688","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211060","Etna","13709","Confirmed Eruption","Central Crater","2","NULL","NULL","1732","NULL","12","NULL","9","NULL","Observations: Reported","NULL","1765","NULL","0","NULL","0","NULL"
"211060","Etna","13492","Confirmed Eruption","NULL","5","?","NULL","-1500","50","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211060","Etna","13495","Confirmed Eruption","South flank (Monte Salto del Cane)","NULL","NULL","NULL","-1050","75","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211060","Etna","13509","Confirmed Eruption","West flank and summit ?","NULL","NULL","NULL","-49","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211060","Etna","13742","Confirmed Eruption","Central Crater","3","?","NULL","1863","NULL","5","NULL","1","NULL","Observations: Reported","NULL","1863","NULL","7","?","25","NULL"
"233020","Fournaise, Piton de la","14347","Confirmed Eruption","SE of Bory","2","NULL","NULL","1950","NULL","8","NULL","30","NULL","Observations: Reported","NULL","1950","NULL","9","NULL","5","NULL"
"233020","Fournaise, Piton de la","14361","Confirmed Eruption","East flank (1930 m)","2","?","NULL","1964","NULL","12","NULL","21","NULL","Observations: Reported","NULL","1965","NULL","2","NULL","15","NULL"
"233020","Fournaise, Piton de la","14362","Confirmed Eruption","SE flank (Cratere Maillard, 2400 m)","2","?","NULL","1966","NULL","3","NULL","15","NULL","Observations: Reported","NULL","1966","NULL","5","NULL","15","NULL"
"233020","Fournaise, Piton de la","14247","Confirmed Eruption","Dolomieu, Mamelon Central ?","2","NULL","NULL","1791","NULL","6","NULL","5","4","Observations: Reported","NULL","1791","NULL","7","?","27","NULL"
"233020","Fournaise, Piton de la","14261","Confirmed Eruption","NULL","2","NULL","NULL","1815","NULL","1","NULL","21","NULL","Observations: Reported","NULL","1815","NULL","1","NULL","27","NULL"
"233020","Fournaise, Piton de la","14262","Confirmed Eruption","Summit and Plaine des Osmondes","2","NULL","NULL","1815","NULL","8","NULL","15","NULL","Observations: Reported","NULL","1815","NULL","8","NULL","16","NULL"
"233020","Fournaise, Piton de la","14311","Confirmed Eruption","NE flank (above Piton de Crac)","2","NULL","NULL","1904","NULL","8","NULL","19","NULL","Observations: Reported","NULL","1904","NULL","10","NULL","17","NULL"
"233020","Fournaise, Piton de la","14312","Confirmed Eruption","NULL","2","NULL","NULL","1905","NULL","2","NULL","15","NULL","Observations: Reported","NULL","1905","NULL","2","NULL","16","NULL"
"252120","Ulawun","15047","Confirmed Eruption","NULL","2","NULL","NULL","1958","NULL","2","NULL","1","60","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"252120","Ulawun","15048","Confirmed Eruption","NULL","2","NULL","NULL","1960","NULL","7","NULL","29","3","Observations: Reported","NULL","1962","NULL","11","NULL","16","15"
"252120","Ulawun","22535","Confirmed Eruption","NULL","3","NULL","NULL","2023","NULL","7","NULL","18","NULL","Observations: Reported","NULL","2023","NULL","12","NULL","31","NULL"
"252120","Ulawun","22285","Confirmed Eruption","Summit crater","1","NULL","NULL","2018","NULL","6","NULL","8","NULL","Observations: Reported","NULL","2018","NULL","6","NULL","8","NULL"
"252120","Ulawun","22286","Confirmed Eruption","Summit crater","2","NULL","NULL","2018","NULL","9","NULL","21","NULL","Observations: Reported","NULL","2018","NULL","10","<","12","NULL"
"252130","Lolobau","15083","Confirmed Eruption","East flank (Sili)","4","NULL","NULL","1911","NULL","0","NULL","0","NULL","Observations: Reported","NULL","1912","NULL","0","NULL","0","NULL"
"255060","Kavachi","15148","Confirmed Eruption","NULL","2","NULL","NULL","1939","NULL","4","?","30","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"257100","Yasur","15183","Confirmed Eruption","NULL","NULL","NULL","NULL","708","169","NULL","NULL","NULL","NULL","Isotopic: 14C (calibrated)","NULL","1273","111","NULL","NULL","NULL","NULL"
"261140","Marapi","15433","Confirmed Eruption","NULL","1","NULL","NULL","1883","NULL","6","NULL","25","NULL","Observations: Reported","NULL","1883","NULL","8","NULL","27","NULL"
"261140","Marapi","15447","Confirmed Eruption","NULL","2","?","NULL","1917","NULL","6","NULL","16","NULL","Observations: Reported","NULL","1917","NULL","9","NULL","16","NULL"
"261140","Marapi","15448","Confirmed Eruption","NULL","2","?","NULL","1918","NULL","3","NULL","8","NULL","Observations: Reported","NULL","1918","NULL","3","NULL","10","NULL"
"261140","Marapi","22550","Confirmed Eruption","NULL","2","NULL","NULL","2023","NULL","12","NULL","3","NULL","Observations: Reported",">","2026","NULL","3","NULL","24","NULL"
"264150","Paluweh","16269","Confirmed Eruption","NULL","2","NULL","NULL","1973","NULL","10","NULL","27","NULL","Observations: Reported","NULL","1973","NULL","10","NULL","28","NULL"
"282020","Io-Torishima","16919","Confirmed Eruption","NULL","1","NULL","NULL","1967","NULL","11","NULL","25","5","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"282020","Io-Torishima","16920","Confirmed Eruption","NULL","1","NULL","NULL","1968","NULL","7","NULL","18","NULL","Observations: Reported","NULL","1968","NULL","7","NULL","18","NULL"
"283180","Azumayama","17920","Confirmed Eruption","Issaikyo","NULL","NULL","NULL","-1800","50","0","NULL","0","NULL","Isotopic: 14C (calibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284120","Ioto","18405","Confirmed Eruption","NW side near the coast","1","NULL","?","1930","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"284120","Ioto","18406","Confirmed Eruption","SW side at Chidoriga-hara","1","NULL","NULL","1935","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"290080","Sashiusudake [Baransky]","18756","Confirmed Eruption","NULL","NULL","NULL","NULL","1570","30","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300261","Ushkovsky","19391","Confirmed Eruption","Lavovy Shish cone group & summit caldera","NULL","NULL","NULL","-6670","150","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"300261","Ushkovsky","19392","Confirmed Eruption","NULL","2","?","NULL","1890","NULL","4","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"311240","Cleveland","19827","Confirmed Eruption","NULL","2","NULL","NULL","2009","NULL","6","NULL","25","NULL","Observations: Reported","NULL","2009","NULL","6","NULL","25","NULL"
"333050","Adams Seamount","10311","Confirmed Eruption","NULL","0","NULL","NULL","-50","1000","0","NULL","0","NULL","Isotopic: K/Ar","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"342030","Santa Maria","10626","Confirmed Eruption","SW flank (Santiaguito)","3","NULL","NULL","1922","NULL","6","NULL","22","NULL","Observations: Reported",">","2026","NULL","3","NULL","18","NULL"
"352050","Cotopaxi","11511","Confirmed Eruption","NULL","5","+","NULL","-5820","75","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"352050","Cotopaxi","11528","Confirmed Eruption","NULL","4","NULL","NULL","180","100","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"352050","Cotopaxi","11545","Confirmed Eruption","NULL","3","?","NULL","1742","NULL","12","NULL","9","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"352050","Cotopaxi","11562","Confirmed Eruption","NULL","2","NULL","NULL","1854","NULL","9","NULL","14","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"352050","Cotopaxi","11579","Confirmed Eruption","NULL","3","NULL","NULL","1880","NULL","2","NULL","0","NULL","Observations: Reported","NULL","1880","NULL","7","NULL","0","NULL"
"352050","Cotopaxi","21088","Confirmed Eruption","Summit crater","2","NULL","NULL","2015","NULL","8","NULL","14","NULL","Observations: Reported","NULL","2016","NULL","1","NULL","24","NULL"
"353010","Fernandina","11664","Confirmed Eruption","SE flank","2","NULL","NULL","1961","NULL","3","NULL","21","1","Observations: Reported","NULL","1961","NULL","9","NULL","16","15"
"353010","Fernandina","22560","Confirmed Eruption","SE flank","1","NULL","NULL","2024","NULL","3","NULL","2","NULL","Observations: Satellite (visual)","NULL","2024","NULL","5","NULL","8","NULL"
"354020","Ubinas","11630","Confirmed Eruption","NULL","2","NULL","NULL","1907","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"354050","Yucamane","11796","Confirmed Eruption","NULL","5","NULL","?","-1320","NULL","0","NULL","0","NULL","Isotopic: 14C (uncalibrated)","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"357100","Lonquimay","12013","Confirmed Eruption","NE flank","3","NULL","NULL","1887","NULL","6","NULL","2","NULL","Observations: Reported","NULL","1890","NULL","1","NULL","0","NULL"
"358010","Osorno","12230","Confirmed Eruption","NULL","1","NULL","NULL","1765","14","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"358057","Hudson, Cerro","12298","Confirmed Eruption","NW part of caldera","3","NULL","NULL","1971","NULL","8","NULL","12","NULL","Observations: Reported","NULL","1971","NULL","9",">","18","NULL"
"231070","Rahat, Harrat","14153","Confirmed Eruption","West of Madinah","2","NULL","NULL","641","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"233010","Karthala","14187","Confirmed Eruption","SE flank (Badjini Massif, 1200 m)","0","NULL","NULL","1860","NULL","12","NULL","29","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"233010","Karthala","14204","Confirmed Eruption","Choungou-Chahalé (Choungou-Chamadji)","2","NULL","NULL","1991","NULL","7","NULL","11","NULL","Observations: Reported","NULL","1991","NULL","7","NULL","11","NULL"
"255020","Bagana","15123","Confirmed Eruption","NULL","3","NULL","NULL","1938","NULL","5","NULL","15","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"263280","Kelud","15940","Confirmed Eruption","NULL","2","NULL","NULL","1785","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"263280","Kelud","15957","Confirmed Eruption","NULL","4","NULL","NULL","1990","NULL","2","NULL","10","NULL","Observations: Reported","NULL","1990","NULL","3","NULL","13","45"
"264010","Batur","16191","Confirmed Eruption","Batur II","2","NULL","NULL","1924","NULL","3","NULL","0","NULL","Observations: Reported","NULL","1924","NULL","3","?","0","NULL"
"268040","Gamkonora","16595","Confirmed Eruption","NULL","2","NULL","NULL","2007","NULL","7","NULL","8","NULL","Observations: Reported","NULL","2007","NULL","7","?","16","NULL"
"268060","Gamalama","16612","Confirmed Eruption","North flank","2","NULL","NULL","1763","NULL","0","NULL","0","NULL","Observations: Reported","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"268060","Gamalama","16625","Confirmed Eruption","NULL","2","NULL","NULL","1831","NULL","5","NULL","27","NULL","Observations: Reported","NULL","1831","NULL","6","NULL","27","NULL"
"268060","Gamalama","16659","Confirmed Eruption","NULL","2","NULL","NULL","1907","NULL","11","NULL","17","NULL","Observations: Reported","NULL","1907","NULL","11","NULL","20","NULL"
